 order,family,genus,species,StemLengthMeters,VDbase um (Vessel diameter stem base micrometers),VDtip um (Vessel diameter stem tip micrometers),Datos crudos sobre hojas,Fuente general,Fuente herbario,Min. longitud total de la hoja (cm),Max. longitud total de la hoja (cm),Min. longitud del peciolo (cm),Max. longitud del peciolo (cm),Min. longitud de la lamina (cm),Max. longitud de la lamina (cm),Min. ancho de hoja o lamina (cm),Max. ancho de hoja o lamina (cm),Tipo de hoja (simple o compuesta),Long hoja (cm),Ancho hoja (cm),NOTAS,,,,
Asterales,Asteraceae,Ozothamnus,rodwayi,0.61,27.19,13.95,"Stem leaves largely spreading, reflexed, curved or bent downwards from stem or erect to appressed onto stem, small and large leaves mixed along stem, leaf stalk (petiole) present or absent, petiole 0-1.5 mm long, whole leaf 4-10 mm long, 2-5 mm wide, the lamina widest in apical half, apex at wide angle (obtuse) to rounded, base at narrow angle (acute) or gently drawn out (attenuate), not or barely decurrent or clearly decurrent, margin entire, weakly revolute, most of lower leaf surface visible, longitudinal leaf veins 1, upper (adaxial) leaf side hairs none (glabrous), lower (abaxial) leaf side hairs cobwebby, arachose or woolly, lower leaf side colour white to grey or yellowish, central vein on lower leaf side with same hairiness and thus colour as surface. La descripción de la hoja es a partir de su sinónimo: O. rodwayi var. rodwayi",https://keys.lucidcentral.org/keys/v3/cassinia/key/cassinia_group/Media/Html/Ozothamnus_rodwayi_var_rodwayi.htm,,0.4,1,0,0.15,,,0.2,0.5,simple,,,,Rev_Jorge,,,
Asterales,Asteraceae,Piptocarpha,rotundifolia,4.27,87.08,13.64,"Folhas orbiculares, obovadas, 3,5–6(–8) × 3–6 cm, coriáceas, irregularmente  revolutas,  ápice  obtuso,  base arredondada a  subcordada,  margem  inteira e  revoluta, discolores,  face  adaxial rugosa,  sem pontuações,  face abaxial  cinérea-ferrugínea-estrelada-tomentosa, pontuações ausentes, 5 ou 6 pares de nervuras laterais, pecíolo  1–1,5  cm  compr.",https://www.researchgate.net/publication/276237087_Flora_da_Bahia_Asteraceae_-_Piptocarpha_Vernonieae_Pitpotcarphinae,,3.5,6,1,1.5,,,3,6,simple,,,,Rev_Jorge,,,
Asterales,Asteraceae,Piptocarpha,sp,1.36,14.07,11.83,,,,,,,,,,,,,,,,Rev_Jorge,,,
Asterales,Asteraceae,Senecio,sericeo_nitens,0.86,31.22,10.62,"Hojas sésiles, estrechamente lineares, de 2.5-4.5 cm × 0.7-0.9 mm,",http://buscador.floraargentina.edu.ar/species/details/72199/73625,,2.5,4.5,,,,,0.07,0.09,simple,,,,Rev_Jorge,,,
Asterales,Asteraceae,Solidago,rugosa,1.22,14.52,9.83,"Leaves: basal withering by flowering; proximal cauline usually withering by flowering, sessile, blades elliptic to lanceolate, 68–104 × 20–25 mm, margins sharply serrate, apices acute to attenuate, abaxial faces usually hispido-strigose (at least on main nerves), nerves sometimes prominent, abaxial glabrate; mid to distal cauline sessile, blades lanceolate, elliptic or ovate, (15–)40–75(–90) × (6–)12–22(–32) mm, largest at midstem, somewhat reduced to much reduced distally, margins coarsely to finely serrate, ciliate, indument similar to proximal or denser.",http://www.worldfloraonline.org/taxon/wfo-0000027996,,,,,,4,10.4,1.2,2.5,simple,7.2,,Sésil. ,Rev_Jorge,,,
Asterales,Asteraceae,Verbesina,lottiana,5.12,36.92,14.11,"Leaves opposite 8-15 cm long, 4-12 cm wide, depply pinnate",https://www.biodiversitylibrary.org/page/9300361#page/43/mode/1up,,8,15,,,,,4,12,simple,,,,Rev_Jorge,,,
Asterales,Asteraceae,Vernonanthura,phosphorica,3.13,49.63,14.35,"Leaves alternate, oblong-lanceolate, up to c. 12 cm long, dull green and mostly hairless above, greyish stellate-hairy beneath; apex acuminate; margin serrate; petiole 5-7 mm long. Los datos se obtuvieron de sus sinónimo: Vernonanthura polyanthes.",https://www.zimbabweflora.co.zw/speciesdata/species.php?species_id=162380,,,12,0.5,0.7,,,,,simple,12,,,Rev_Jorge,,,
Asterales,Campanulaceae,Lobelia,laxiflora,1.72,41.89,11.92,"Hojas principales linear-lanceoladas a ampliamente elípticas hasta ovadas, 4–12 (–25) cm de largo y (0.5–) 1.5–3.5 (–4.5) cm de ancho,",http://legacy.tropicos.org/Name/5501971?projectid=7,,4,12,,,,,1.5,3.5,simple,,,,Rev_Jorge,,,
Asterales,Goodeniaceae,Scaevola,beckii,3.15,90.96,16.60,"Medida a partir de 3 ejemplares.  Los datos se obtuvieron a partir de tres ejemplares, se desconoce el tipo de los ejemplares. Hoja 1) 12.4x2.4cm, Hoja 2) 13.6x3.6cm, Hoja 3) 13.1x0.7cm. ",,HOJA 1) https://www.europeana.eu/es/item/11656/Botany_L_3804268 HOJA 2) https://science.mnhn.fr/institution/mnhn/collection/p/item/p00182455?listIndex=2&listCount=142 HOJA 3)http://mediaphoto.mnhn.fr/media/1442857809954MZ0yI7kuTxTL1Drv,,,,,,,,,simple,13,2.2,,Rev_Jorge,,,
Asterales,Phellinaceae,Phelline,comosa,2.80,47.23,19.78,"Medida a partir de 3 ejemplares.  Los datos se obtuvieron a partir de tres ejemplares, se desconoce el tipo de los ejemplares. Hoja 1) 23.2x5.4cm, Hoja 2) 31.0x5.9cm, Hoja 3) 36.1x6.3cm. ",,HOJA 1) https://herbanwmex.net/portal/collections/individual/index.php?occid=15919944 HOJA 2)https://herbanwmex.net/portal/collections/individual/index.php?occid=15919962 HOJA 3)https://herbanwmex.net/portal/collections/individual/index.php?occid=15919948 ,,,,,,,,,simple,30.1,5.8,,Rev_Jorge,,,
Asterales,Phellinaceae,Phelline,comosa,4.14,46.80,19.53,"Medida a partir de 3 ejemplares. Los datos se obtuvieron a partir de tres ejemplares, se desconoce el tipo de los ejemplares. Hoja 1) 23.2x5.4cm, Hoja 2) 31.0x5.9cm, Hoja 3) 36.1x6.3cm. ",,HOJA 1) https://herbanwmex.net/portal/collections/individual/index.php?occid=15919944 HOJA 2)https://herbanwmex.net/portal/collections/individual/index.php?occid=15919962 HOJA 3)https://herbanwmex.net/portal/collections/individual/index.php?occid=15919948 ,,,,,,,,,simple,30.1,5.8,,Rev_Jorge,,,
Asterales,Phellinaceae,Phelline,comosa,2.81,51.57,22.72,"Medida a partir de 3 ejemplares. Los datos se obtuvieron a partir de tres ejemplares, se desconoce el tipo de los ejemplares.  Hoja 1) 23.2x5.4cm, Hoja 2) 31.0x5.9cm, Hoja 3) 36.1x6.3cm. ",,HOJA 1) https://herbanwmex.net/portal/collections/individual/index.php?occid=15919944 HOJA 2)https://herbanwmex.net/portal/collections/individual/index.php?occid=15919962 HOJA 3)https://herbanwmex.net/portal/collections/individual/index.php?occid=15919948 ,,,,,,,,,simple,30.1,5.8,,Rev_Jorge,,,
Asterales,Phellinaceae,Phelline,dumbeensis,4.56,41.00,16.43,22 a 62.4 cm de largo; 3.6 a 11.5 cm de ancho,,https://science.mnhn.fr/institution/mnhn/collection/p/item/p00555300?listIndex=33&listCount=900; https://science.mnhn.fr/institution/mnhn/collection/p/item/p00555296?listIndex=29&listCount=900; https://science.mnhn.fr/institution/mnhn/collection/p/item/p00555297?listIndex=30&listCount=900.,22,62.4,,,,,3.6,11.5,simple,,,,Rev_Jorge,,,
Asterales,Rousseaceae,Abrophyllum,ornans,3.10,63.23,32.10,"Leaf blades about 11-20 x 3-7 cm, petioles about 3 cm long. Main lateral veins and some reticulate veins depressed on the upper surface of the leaf blade. Marginal teeth comparatively small and papillose. Twig pith septate.","http://www.anbg.gov.au/cpbr/cd-keys/RFK7/key/RFK7/Media/Html/entities/Abrophyllum_ornans.htm  https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Abrophyllum~ornans
",,10,20,2,4,,,3,7,simple,15,,,Rev_Jorge,,,
Asterales,Rousseaceae,Carpodetus,serratus,6.88,54.69,16.82,"Adult leaves 40-60 mm x 20-30mm. Petioles c. 10 mm; petioles, peduncles and pedicels pubescent; lenticels prominent.",https://www.nzpcn.org.nz/flora/species/carpodetus-serratus/https://www.nzpcn.org.nz/flora/species/carpodetus-serratus/,,4,6,,1,,,2,3,simple,,,,Rev_Jorge,,,
Asterales,Stylidiaceae,Stylidium,laricifolium,1.37,15.20,11.52,"Leaves linear, 1–4 cm long, c. 1 mm wide, margins often revolute, lamina glabrous.",https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Stylidium~laricifolium,,1,4,,,,,,1,simple,,,,Rev_Jorge,,,
Austrobaileyales,Austrobaileyaceae,Austrobaileya,scandens,21.16,136.84,51.12,"Leaf blades about 10-16 x 3.5-8 cm, petioles about 1.5-3 cm long. Stomata quite large, readily visible with a lens on the underside of the leaf blade. Oak grain in the twigs.

",http://www.canbr.gov.au/cpbr/cd-keys/RFK7/key/RFK7/Media/Html/entities/Austrobaileya_scandens.htm,,,,1.5,3,10,16,3.5,8,simple,,,,Rev_Jorge,,,
Austrobaileyales,Schisandraceae,Illicium,mexicanum,8.10,38.57,18.01,"Leaves: petiole 6-26 mm. Leaf blade dark olive-green, elliptic to lanceolate, 5-21 × 1.5-6 cm, base cuneate, apex acute to acuminate. I. mexicanum fue considerada una especie separada; Sin embargo, las expresiones de todos los caracteres utilizados para diferenciar las dos especies se superponen, y parece mejor considerarla conespecifica con I. floridanum.",http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=233500688,,,,0.6,2.6,5,21,1.5,6,simple,,,,Rev_Jorge,,,
Austrobaileyales,Trimeniaceae,Trimenia,moorei,16.93,90.96,15.75,"Leaves ovate to lanceolate, usually 5–10 cm long, 15–40 mm wide, margins entire or finely crenate, ± glabrous or with simple hairs, especially on lower surface, aromatic when crushed; oil dots numerous, minute; petiole 6–15 mm long.",https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Trimenia~moorei,,5,10,0.6,1.5,,,1.5,4,simple,,,,Rev_Jorge,,,
Austrobaileyales,Trimeniaceae,Trimenia,neocaledonica,4.41,78.10,28.91,"Feuilles opposées, glabres, elliptiques (6 - 14 x 2,5 - 6 cm), acuminées au sommet, en coin ou arrondies à la base; marge épaissie; nervures saillantes en dessous; pétiole 6 - 14 mm.",http://endemia.nc/flore/fiche1285,,6,14,0.6,1.4,,,2.5,6,simple,,,,Rev_Jorge,,,
Berberidopsidales,Aextoxicaceae,Aextoxicon,punctatum,11.60,40.18,7.39,"Leaves evergreen, 3.5–9 × 1.5–3 cm, opposite to alternate and with a distinct petiole, oblong to elliptical, leathery, with contrasting surface colours; upper surface dull green, lower surface grey or ferruginous with a layer of peltate scales, scales also prominent on new shoots and buds, margins entire and revolute, apex acute.",https://treesandshrubsonline.org/articles/aextoxicon/aextoxicon-punctatum/,,3.5,9,,,,,1.5,3,simple,,,,Rev_Jorge,,,
Berberidopsidales,Berberidopsidaceae,Berberidopsis,beckleri,8.73,72.59,15.38,"Leaves with lamina ovate to broad-ovate, mostly 3–6 cm long, rarely to 9 cm long, 2–5 cm wide, thin and soft, hairy domatia in axils of midvein and lowest pair of secondary veins; petiole c. 20 mm long.",https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Berberidopsis~beckleri,,,,,2,3,6,2,5,simple,6.5,,,Rev_Jorge,,,
Berberidopsidales,Berberidopsidaceae,Streptothamnus,moorei,13.45,153.44,14.69,"Leaves with lamina broad-ovate to circular, usually 6–12 cm long, 4–12 cm wide, thin and soft, 3-veined in basal half, domatia absent; petiole 20–30 mm long.",https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Streptothamnus~moorei,,,,2,3,6,12,4,12,simple,,,,Rev_Jorge,,,
Boraginales,Boraginaceae,Bourreria,sonorae,1.82,27.07,11.21,"Hojas persistentes, coriáceas, obovadas a oblanceoladas, 2.7-3.8 (4.1) cm largo, 9.2- 2.5 mm ancho, ápice obtuso, base atenuada, margen revoluto, haz tomentoso, superficie rugosa, cistolitos, envés estrigoso, venación prominente, (5) 8-10 venas secundarias, peciolo 2.5-3.25 mm largo, estrigoso.",https://www.redalyc.org/pdf/621/62101903.pdf,,2.7,3.8,0.25,0.32,,,0.25,0.92,simple,,,,Rev_Jorge,,,
Boraginales,Boraginaceae,Cordia,curassavica,1.09,27.30,9.70,"Hojas deciduas, dispuestas en ramitas hasta 1 mm de largo, lanceoladas a angostamente elípticas o elíptico-ovadas, (0.9–) 2.1–9.4 (–15.9) cm de largo y 0.5–4 (–7.3) cm de ancho, ápice agudo, base cuneada a aguda, márgenes serrados u ocasionalmente undulados; pecíolos 1–8 (–21) mm de largo, estrigulosos o puberulentos a hirsutos. Los datos se obtuvieron a partir de su sinónimo Varronia curassavica",http://legacy.tropicos.org/NamePage.aspx?nameId=4001245&projectId=7,,2.1,9.4,0.1,0.8,,,0.5,4,simple,,,,Rev_Jorge,,,
Boraginales,Boraginaceae,Cordia,trichotoma,2.48,26.55,13.33,"hojas son simples, alternas de 5 a 15 cm de largo y de 8 cm de ancho, oblongas, haz y envés de color verde oscuro y pubescente","Estudio ecológico y silvicultural de Cordia trichotoma, Cabralea canjerana y Picrasma crenata. Su potencialidad en la diversificación productiva González Paola Analía*1 , Barth Sara Regina 2 ; https://ri.conicet.gov.ar/bitstream/handle/11336/45404/CONICET_Digital_Nro.697bf60b-fdd7-451b-b812-30725651d40d_A.pdf?sequence=2&isAllowed=y",,,,0.5,2.2,2,19,2,7,simple,8.12,4.301,,,,,
Boraginales,Orobanchaceae,Castilleja,sp,0.37,17.09,12.54,,,,,,,,,,,,,,,,,,,
Brassicales,Akaniaceae,Akania,bidwillii,12.87,72.16,27.41,"Leaves mostly paripinnate, to 75 cm long; leaflets 8–31 per leaf, lanceolate, 10–28 cm long, 2–4.5 cm wide, apex acuminate, base obtuse to ± cordate, margins regularly spinose-toothed, upper surface dark green and shiny, lower surface paler and dull; venation prominent, finely reticulate; petiole 10–15 cm long; petiolules swollen, 5–15 mm long; stipules subulate",https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Akania~bidwillii  y https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&photo=31&file=52/689/NSW627935.jpg,"1)https://plants-jstor-org.pbidi.unam.mx:2443/stable/viewer/10.5555/al.ap.specimen.k000072986, 2)https://plants-jstor-org.pbidi.unam.mx:2443/stable/viewer/10.5555/al.ap.specimen.k000796026, 3)https://plants-jstor-org.pbidi.unam.mx:2443/stable/viewer/10.5555/al.ap.specimen.k000072985, 4)https://plants-jstor-org.pbidi.unam.mx:2443/stable/viewer/10.5555/al.ap.specimen.k000072987, 5)https://plants-jstor-org.pbidi.unam.mx:2443/stable/viewer/10.5555/al.ap.specimen.k000796025",25,39.83,0,3.021,25,36.81,13.555,43.7,compound,35.23,18.27,Los datos se colectaron de la descripción y del ejemplar de herbario,,,,
Brassicales,Bataceae,Batis,maritima,1.46,31.25,14.31,"1)Hojas opuestas, semicilíndricas, lineales o en formas de maza, enteras y sésiles sin capitulas, agudas de 1 a 2cm de largo.2)Plants usually less than 1m. Main stems 2-4 cm diam. at base; branches rooting at nodes and tips. leaf blades 5-20X2-3 mm, apex rounded to acuminate, adaxial surface flattened.","https://plants-jstor-org.pbidi.unam.mx:2443/stable/pdf/10.5555/al.ap.flora.fna007000240
","1)https://plants-jstor-org.pbidi.unam.mx:2443/stable/pdf/10.5555/al.ap.flora.fna007000240, 2)https://plants-jstor-org.pbidi.unam.mx:2443/stable/viewer/10.5555/al.ap.specimen.col000368817, 3)https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.ma600593?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3DBatis%2Bmaritima",0.5,2,0.2,0.3,0.5,2,0.144,0.94,simple,1.198,,,,,,
Brassicales,Caricaceae,Jacaratia,dolichaula,5.77,124.12,36.13,"1)Hojas alternas, compuestas, con 3-5 foliólos de 3-19 x 1.5-7 cm, elípticos, lanceolados, oblanceolados u obovados, los márgenes usualmente enteros.2) Hojas palmaticompuestas, corto o
largamente pecioladas, 3 a 12 foliolos elípticos, ovados u obovados, margen entero
o repando, glabras, haz con glándulas microscópicas",1) https://sura.ots.ac.cr/local/florula4/find_sp.php?key_species_code=LS000899&key_family=Caricaceae&key_genus=Jacaratia&specie_name=dolichaula#; 2)http://biologia.fciencias.unam.mx/plantasvasculares/PDF%20FLORAS/076%20Caricaceae-Theophrastaceae.pdf,"1)https://plants-jstor-org.pbidi.unam.mx:2443/stable/viewer/10.5555/al.ap.specimen.br0000013347178, 2)https://plants-jstor-org.pbidi.unam.mx:2443/stable/viewer/10.5555/al.ap.specimen.br0000013347154, 3)https://plants-jstor-org.pbidi.unam.mx:2443/stable/viewer/10.5555/al.ap.specimen.br0000013347161, 4)https://plants-jstor-org.pbidi.unam.mx:2443/stable/viewer/10.5555/al.ap.specimen.k000500518",8.863,52,2.923,36.79,5.94,15.023,7.684,18.5,compound,29.997,27.902,Los datos se tomaron de su basinomio Carica dolichaula Donn. Sm. ,,,,
Brassicales,Caricaceae,Jacaratia,mexicana,13.17,173.47,40.74,"Hojas apicales en las ramillas de cuarto orden; peciolo de 3 a 7 cm de largo x 1 a 1.5 cm de diámetro; peciólulos de 1 a 3 mm de largo; foliolos 5, de 4 a 8 cm de largo y 3.7 cm de ancho, obovados, base cuneada, ápice acuminado, margen entero",http://biologia.fciencias.unam.mx/plantasvasculares/PDF%20FLORAS/076%20Caricaceae-Theophrastaceae.pdf,"1)https://datosabiertos.unam.mx/IBUNAM:MEXU:560559, 2)https://datosabiertos.unam.mx/IBUNAM:MEXU:560559, 3)https://datosabiertos.unam.mx/IBUNAM:MEXU:530410, 4)https://datosabiertos.unam.mx/IBUNAM:MEXU:1100905, 5)https://datosabiertos.unam.mx/IBUNAM:MEXU:145173",19.11,27.628,7.19,12.411,9.916,12.28,10.671,21.972,simple,,,,,,,
Brassicales,Forchhammeriaceae,Forchhammeria,watsonii,4.94,70.81,11.24,"Leaves coriaceous, narrowly to broadly linear, 3 to 5 inches long, 2 to 6 lines broadm more or less puberulent cordate at base, strongly reticulated beneath, with prominent midrib and revolute margins",,"1)https://plants-jstor-org.pbidi.unam.mx:2443/stable/viewer/10.5555/al.ap.specimen.us00588627, 2)https://plants-jstor-org.pbidi.unam.mx:2443/stable/viewer/10.5555/al.ap.specimen.s08-1296, 3)https://plants-jstor-org.pbidi.unam.mx:2443/stable/viewer/10.5555/al.ap.specimen.f0053171f, 4)https://plants-jstor-org.pbidi.unam.mx:2443/stable/viewer/10.5555/al.ap.specimen.us00588626, 5)https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.ny00387713?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3D%2528Forchhammeria%2Bwatsonii%2529",5.699,12.084,0.167,0.356,5.255,11.665,0.312,0.786,simple,,,,,,,
Brassicales,Gyrostemonaceae,Codonocarpus,cotinifolius,4.30,108.42,24.94,"Leaves lanceolate or obovate or rhomboid, blunt or acute, slender-stalked","Müller, F. J. H. (1865). The plants indigenous to the Colony of Victoria (Vol. 1). Ferres. pág 200 https://www.biodiversitylibrary.org/item/266406#page/214/mode/1up","1)https://plants-jstor-org.pbidi.unam.mx:2443/stable/viewer/10.5555/al.ap.specimen.k000779473, 2)https://plants-jstor-org.pbidi.unam.mx:2443/stable/viewer/10.5555/al.ap.specimen.k000779474, 3)https://datosabiertos.unam.mx/IBUNAM:MEXU:597902 4)https://datosabiertos.unam.mx/IBUNAM:MEXU:597419",5.629,4.973,0.761,1.461,3.766,4.289,1.702,4.001,simple,,,,,,,
Brassicales,Gyrostemonaceae,Gyrostemon,ramulosus,3.63,91.06,23.02,"Shrubs or trees to 5 m tall, with corky bark on the old branches; leaves slender, 30-70 x 1 m, pointed, terete, soft.",http://www.flora.sa.gov.au/cgi-bin/speciesfacts_display.cgi?genus=Gyrostemon&species=ramulosus,"1)https://plants-jstor-org.pbidi.unam.mx:2443/stable/viewer/10.5555/al.ap.specimen.p00743996, 2)https://plants-jstor-org.pbidi.unam.mx:2443/stable/viewer/10.5555/al.ap.specimen.hbg517765, 3)https://plants-jstor-org.pbidi.unam.mx:2443/stable/viewer/10.5555/al.ap.specimen.hbg517764",0.08,8.94,,,,,0.08,0.123,simple,,,Sesil,,,,
Bruniales,Bruniaceae,Berzelia,lanuginosa,3.00,24.89,16.17,"Foliis triquetris, patentibus apice callosis, pilosiusculis;",Annales des sciences naturelles  (1826) Volume: t.8 Página 372,"1)https://plants-jstor-org.pbidi.unam.mx:2443/stable/viewer/10.5555/al.ap.specimen.k000075790, 2)https://plants-jstor-org.pbidi.unam.mx:2443/stable/viewer/10.5555/al.ap.specimen.hbg503135, 3)https://plants-jstor-org.pbidi.unam.mx:2443/stable/viewer/10.5555/al.ap.specimen.hbg503142",0.876,0.478,,,,,0.015,0.043,simple,,,Sesil,,,,
