 order,family,genus,species,Stem Length Meters,VDbase µm (Vessel diameter stem base micrometers),VDtip µm (Vessel diameter stem tip micrometers),Datos crudos sobre hojas,Fuente general,Fuente herbario,Mín. longitud total de la hoja (cm),Máx. longitud total de la hoja (cm),Mín. longitud del peciolo (cm),Máx. longitud del peciolo (cm),Mín. longitud de la lámina (cm),Máx. longitud de la lámina (cm),Mín. ancho de hoja o lámina (cm),Máx. ancho de hoja o lámina (cm),Tipo de hoja (simple/compuesta),Long hoja (cm),Ancho hoja (cm),NOTAS
Rosales,Rosaceae,Rubus,fruticosus,3.75,55.07,19.93,Largo hoja: 7.4-9.9-11.1-12.8-6.7; peciolo: 4.8-4.5- 1.6-3.3-4.6; ancho hoja: 8.5-4.5-8.5-8.1-7.7,,https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.bm000628638?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3DRubus%2Bfruticosus   https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.bm000628637?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3DRubus%2Bfruticosus    https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.bm000051751?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3DRubus%2Bfruticosus,6.7,12.8,1.6,4.8,,,4.5,8.5,Compuesta,,,
Rosales,Rosaceae,Rubus,idaeus,0.70,35.23,13.77,"Leaves imparipinnate, 5–7-foliolate, rarely 3-foliolate; petiole 3–6 cm, petiolule of terminal leaflet ca. 1 cm, petiolule and rachis tomentose, with sparse, minute prickles, without glandular hairs; stipules linear, pubescent; blade of leaflets narrowly ovate or elliptic, often ovate on terminal leaflet, 3–8 × 1.5–4.5 cm, abaxially densely tomentose, adaxially glabrous or pilose, base rounded, sometimes subcordate on terminal leaflet, margin unevenly coarsely serrate or doubly serrate, sometimes lobed on terminal leaflet, apex shortly acuminate.",http://www.worldfloraonline.org/taxon/wfo-0001000827,,,,3,6,,,,,compuesta,,,
Rosales,Rosaceae,Sorbus,aria,7.50,40.90,7.76,"Leaves simple, with eight to thirteen pairs of parallel ribs, elliptic to broadly so or ovate, rarely obovate, 2 to 4 in. long, half to two-thirds as wide, obtuse or acute at the apex, narrowed or rounded at the base, margins double-toothed except in the basal part which is simple-toothed or entire, upper surface lustrous, glabrous except when quite young, coated beneath with a close white felt; petiole 1⁄2 to 1 in. long",https://treesandshrubsonline.org/articles/sorbus/sorbus-aria/,,5.08,20.32,1.27,2.54,,,,,simple,12.7,,
Rosales,Rosaceae,Sorbus,aucuparia,4.10,32.57,11.98,"Leaves pinnate, 5 to 9 in. long, with mostly six or seven pairs of leaflets, which are narrowly ovate-oblong, 1 to 21⁄2 in. long, smallest towards the apex, pointed, sharply toothed, downy beneath when young, becoming almost or quite glabrous by the autumn.",https://treesandshrubsonline.org/articles/sorbus/sorbus-aucuparia/,,12.7,22.86,,,,,,,compuesta,17.78,,
Rosales,Rosaceae,Sorbus,chamaemespilus,4.07,39.49,10.68,"Leaves 11⁄4 to 3 in. long, 5⁄8 to 11⁄2 in. wide, ovate, oval or slightly obovate, green and glabrous on both surfaces, apex rounded or pointed, margins finely toothed; stalk 1⁄8 to 1⁄3 in. long. ",https://treesandshrubsonline.org/articles/sorbus/sorbus-chamaemespilus/,,3.175,7.62,,,,,1.5875,3.81,simple,5.3975,2.69875,
Rosales,Rosaceae,Spiraea,tomentosa,1.12,16.54,10.21,"Leaves: petiole 2–3 mm; blade ?bicolorous?, ovate-lanceolate, 3–6 × 1–2.5 cm, coriaceous, base cuneate, margins coarsely serrate to crenate on distal 3/4, (secondary teeth on large and long shoot leaves), venation pinnate craspedodromous, secondary veins prominent, apex acute or rounded, abaxial surface densely ?white to gray, tan, or rusty?, tomentose, adaxial glabrous or puberulent",http://www.worldfloraonline.org/taxon/wfo-0001018913,,3,6,0.2,0.3,,,1,2.5,simple,4.5,0.25,
Rosales,Ulmaceae,Celtis,iguanaea,22.26,138.22,28.19,"Hojas (4-)5-10 × 3-5(-6) cm, ovadas a oblongas, el haz liso o áspero, el envés puberulento o estriguloso a casi glabro, la base redondeada o truncada a subcordata, los márgenes casi enteros a gruesamente serrados, el ápice abruptamente acuminado",http://www.worldfloraonline.org/taxon/wfo-0000593565,,5,10,,,,,3,5,simple,,,
Rosales,Ulmaceae,Ulmus,glabra,16.50,75.91,14.43,"Leaves: petiole 2-7 mm, densely villous. Leaf blade elliptic to obovate, (4-)7-14(-16) × (3-)4.5-8(-10) cm, base strongly oblique with lowermost lobe strongly overlapping, covering petiole, margins doubly serrate, apex long-acuminate to cuspidate, sometimes with 3 acuminate lobes at broad apex; surfaces abaxially pale green, villous with woolly tufts in vein axils, adaxially dark green, strigose to scabrous, margins not ciliate",http://www.worldfloraonline.org/taxon/wfo-0000416717,,,,0.2,0.7,7,14,4.5,8,simple,,,
Rosales,Ulmaceae,Ulmus,mexicana,27.50,95.00,17.36,"Leaves lanceolate- to ovate-elliptic, 4-16 cm. long, 2-7 cm. broad, acute to attenuate at the apex, only the costa pubescent above, glabrous to puberulent below, serrate; petiole 4-10 mm. long, glabrous to sparsely hirsute.",http://www.worldfloraonline.org/taxon/wfo-0000416676,,4,16,0.4,1,,,2,7,simple,,,
Rosales,Urticaceae,Cecropia,obtusifolia,22.40,189.15,45.58,"Hojas 30-90 × 30-90 cm, cartáceas a subcoriáceas, con 10-13 segmentos, las incisiones 5/10-8/10 de profundidad desde el margen de la lámina hasta el pecíolo, el ápice obtuso a redondeado, el haz hispídulo, más o menos escabroso, el envés pubérulo a hírtulo hasta subtomentoso sobre las nervaduras, el indumento araneoso en las aréolas, también sobre el retículo o casi ausente; nervaduras laterales en las partes libres de los segmentos medios (13-)15-25(-50) pares, marginalmente a submarginalmente arqueadas y enlazadas en los márgenes, frecuentemente ramificadas; pecíolo 20-80 cm, blanquecino-pubérulo a blanquecino-hírtulo y/o con indumento araneoso, o subglabro; triquilios fusionados, el indumento pardo entremezclado con tricomas cortos blancos; estípulas 5-15 cm, pardo-rojas o amarillentas, esparcidamente pubérulas a hírtulas hasta hirsutas a subseríceas, o también con indumento araneoso abaxialmente, seríceas a subglabras adaxialmente.",http://www.worldfloraonline.org/taxon/wfo-0000592286,,30,90,20,80,,,30,90,simple,,,
Rosales,Urticaceae,Dendrocnide,excelsa,22.00,198.72,44.81,"Leaves with lamina broad-ovate, usually 10–25 cm long, 7–20 cm wide, deeply cordate at base often with the two lobes overlapping, margins regularly toothed to almost entire on exposed leaves, usually covered with stinging hairs, especially the larger juvenile leaves; petiole mostly 5–15 cm long",https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Dendrocnide~excelsa,,10,25,5,15,,,7,20,simple,,,
Rosales,Urticaceae,Myriocarpa,longipes,7.42,83.94,41.79," Hojas (8.5-13-)18-59.7 × (3.1-7.5-)9-27.2 cm, lanceoladas, elípticas, oblanceoladas, ovadas, obovadas, subcartáceas a cartáceas, rara vez subcoriáceas, 1-nervias o 3-nervias, las nervaduras laterales visibles por 1/3-2/3 de la longitud de la hoja, las nervaduras secundarias en (2-)3-8(-10) pares, en ángulos de 30-60 grados con la vena media, con domacios en las axilas de las nervaduras primarias y secundarias, el haz no foveolado, esparcidamente peloso, en ocasiones glabro, los tricomas 0.5-1.3(-2) mm, ligera a marcadamente curvados o torcidos, los cistolitos fusiformes, en forma de “V” y “Y”, rara vez en forma de “X”, dispuestos radialmente alrededor de la base de los tricomas y/o glándulas, perpendiculares a las nervaduras, rara vez esparcidos, dispuestos al azar a través de toda la superficie, el envés peloso, a veces densamente peloso, los tricomas 0.5-1.5 mm, erectos a ligeramente adpresos, ligeramente curvados, en ocasiones marcadamente curvados o rectos, los cistolitos ausentes, la base obtusa, cordata, rara vez aguda o hastada, los márgenes serrados, en ocasiones crenado-serrados hasta la base, el ápice agudo, cuspidado, en ocasiones subcuspidado, rara vez subcaudado; pecíolos (17-23-)40-185(-295) × 1-4(-6) mm, pelosos o densamente pelosos, los tricomas 0.5-1 mm; estípulas 9-34 mm.",http://www.worldfloraonline.org/taxon/wfo-0000451784,,18,59.7,40,185,,,9,27.2,simple,,,
Rosales,Zygophyllaceae,Krameria,lappacea,0.60,26.89,12.47,"led. Leaves simple, entire, oblanceo- late, ovate, or obovate, 6-15(-23) mm long, 2- 6(-8) mm wide, mucronate with a red-black api- cule up to 0.5 mm long, sessile, abruptly cuneate basally, sparsely strigose to densely sericeous on both surfaces with the whitish or golden-colored trichomes occasionally so dense as to form a no- table marginal fr",https://www-jstor-org.pbidi.unam.mx:2443/stable/4393807?Search=yes&resultItemClick=true&searchText=https%3A%2F%2Fwww-jstor-org.pbidi.unam.mx%3A2443%2Fstable%2F4393807&searchUri=%2Faction%2FdoBasicSearch%3FQuery%3Dhttps%253A%252F%252Fwww.jstor.org%252Fstable%252F4393807%26filter%3D&ab_segments=0%2Fbasic_search_SYC-5462%2Ftest&refreqid=fastly-default%3A7e4aa39ca3967b219630d03c55a5909b&seq=46#page_thumbnails_tab_contents,,0.6,1.5,,,,,0.2,0.6,simple,,,
Sabiales,Sabiaceae,Meliosma,dentata,7.80,78.45,21.01,"Hojas obovadas a angostamente elípticas, 415 cm de largo y 1.66 cm de ancho, ápice acuminado, base cuneada, margen entero (en Nicaragua) a conspicuamente serrado, cartáceas, pubescentes en las axilas del nervio principal con los secundarios; pecíolo 0.51.4 cm de largo, puberulento.",http://www.worldfloraonline.org/taxon/wfo-0000450181,,4,15,0.5,1.4,,,1.6,6,simple,,,
Sabiales,Sabiaceae,Meliosma,occidentalis,26.67,121.00,37.58,"Leaves elliptic to narrowly obovate, 6-26 cm long, 2.5-10.5 cm wide, acute to acuminate, cuneate to obtuse at the base, chartaceous, entire or with a few remote teeth towards the apex, drying dark above, brownish below, the midvein slightly impressed above, raised below, the secondary veins plane above and prominent below, tertiary venation prominulous below; puberulous on mid- vein above, below puberulous along the main veins and sometimes sparsely over the surface; petiole more or less puberulous, 1-3.5 cm long.",http://www.worldfloraonline.org/taxon/wfo-0000450398,,6,26,1,3.5,,,2.5,10.5,simple,,,
Santalales,Loranthaceae,Amyema,pendula,1.02,30.34,16.18,"Leaves lanceolate, 10–44 cm long; 3–20 mm wide, apex usually acute, base attenuate; petiole 1–4 cm long.",https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Amyema~pendula,,10,44,1,4,,,0.3,2,simple,,,
Santalales,Loranthaceae,Atkinsonia,ligustrina,1.57,50.67,15.71,"Leaves lanceolate, 2–5 cm long, 6–14 mm wide, apex obtuse, base attenuate; petiole c. 2 mm long.",https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Atkinsonia~ligustrina,,2,5,,0.2,,,0.6,1.4,simple,,,
Santalales,Loranthaceae,Nuytsia,floribunda,7.53,87.54,16.17,"Leaves 2-3 inches long, crowded at the tops of the branches; Leaves lanceolate, acute to rounded, 25–100 mm long, 3–6 mm wide, attenuate at base, sessile.",https://www.biodiversitylibrary.org/page/342008#page/440/mode/1up  http://www.anbg.gov.au/abrs/online-resources/flora/redirect.jsp,,2.5,10,,,,,0.3,0.6,simple,,,
Santalales,Olacaceae,Ximenia,americana,5.09,56.58,14.26,"Leaves ovate, 3-11 cm. long, 2.0-4.5 cm. broad, retuse and mucronulate at the apex, obtuse to cuneate at the base, subcoriaceous, glabrous or bullate, the costa immersed above, emersed below, the primary lateral veins 3-6 pairs, most conspicu- ous towards the base of the lamina; petiole 5-7 mm. long, canaliculate.",http://www.worldfloraonline.org/taxon/wfo-0000428247,,3,11,0.5,0.7,,,2,4.5,simple,,,
Santalales,Opiliaceae,Agonandra,racemosa,2.74,53.19,29.90,"green when young; petioles 4 to 9 mm. long; leaf blades lanceolate to broadly elliptic-ovate or even rounded, 4 to 7.5 cm. long, i to 4.5 cm. wide, cuneate to broadly rounded at base, pale be",https://www.jstor.org/stable/24532437,,,,0.4,0.9,4,7.5,1,4.5,simple,,,
Santalales,Santalaceae,Exocarpos,humifusus,0.40,20.01,9.04,"Leaves opposite, scale-like, triangular, 0.5–1 mm long, obtuse, erect or spreading, persistent.",https://vicflora.rbg.vic.gov.au/flora/taxon/7e6b460d-ffb1-4258-8bab-49a5313b2ca1,,0.5,1,,,,,,,simple,,,nombre aceptado Exocarpos nanus
Santalales,Santalaceae,Exocarpos,neocaledonicus,1.62,34.48,14.52,Long hojas: 4.5-4.3-4.5-5-3.4; ancho hoja: 7.46-6.95-8.46-6-5.75,,https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.g00358238?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3Dexocarpos%2Bneocaledonicus    https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.b_10_0296056?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3Dexocarpos%2Bneocaledonicus,3.4,5,,,,,5.75,8.46,simple,,,
Santalales,Santalaceae,Myoschilos,oblongum,0.74,23.65,9.67,"Hojas glabras simples, ovaladas, de 3 x 2 cm, enteras, agudas, de color verde claro.",https://issuu.com/fernandoruz/docs/arbustos-para-web/224,,3,2,,,,,,,simple,,,
Santalales,Santalaceae,Phoradendron,villosum,0.68,26.00,13.82,"Leaves green or olive green, grayish from pubescence, stellate-hairy; blade obovate-elliptic to orbiculate, 13–45 × 9–22 mm, thin to thick and fleshy, base subtruncate to acute, apex rounded to acute; basal phyllotaxy transverse.",http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250101773,,,,,,13,45,9,22,simple,,,
Sapindales,Anacardiaceae,Cyrtocarpa,edulis,5.18,83.45,15.84,,,,,,,,,,,,,,,
Sapindales,Anacardiaceae,Lithraea,molleoides,5.44,52.99,12.18,,,,,,,,,,,,,,,
Sapindales,Anacardiaceae,Malosma,laurina,6.73,59.15,17.39,,,,,,,,,,,,,,,
Sapindales,Anacardiaceae,Myracrodruon,urundeuva,8.93,93.93,13.45,,,,,,,,,,,,,,,
Sapindales,Anacardiaceae,Rhus,ovata,1.96,43.27,12.04,,,,,,,,,,,,,,,
Sapindales,Anacardiaceae,Schinopsis,brasiliensis,12.07,86.22,14.75,,,,,,,,,,,,,,,
Sapindales,Anacardiaceae,Spondias,tuberosa,6.87,112.11,20.06,,,,,,,,,,,,,,,
Sapindales,Burseraceae,Bursera,cerasiifolia,5.22,75.81,13.52,,,,,,,,,,,,,,,
Sapindales,Burseraceae,Bursera,fagaroides,2.90,77.76,12.73,,,,,,,,,,,,,,,
Sapindales,Burseraceae,Bursera,filicifolia,5.22,83.98,17.52,,,,,,,,,,,,,,,
Sapindales,Burseraceae,Bursera,microphylla,4.60,82.72,11.44,,,,,,,,,,,,,,,
Sapindales,Burseraceae,Commiphora,leptophloeos,6.13,105.91,19.93,,,,,,,,,,,,,,,
Sapindales,Rutaceae,Boronia,pinnata,1.64,21.88,11.84,"Leaves pinnate with 5–11 leaflets, terminal leaflet mostly shortest; rachis 6–20 mm long, winged; leaflets narrow-elliptic or narrow-oblong, 5–25 mm long, 1–3 mm wide, apex acute, margins entire, recurved to flat, glabrous and ± thick; petiole 6–14 mm long.",https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Boronia~pinnata,,1.7,7.5,0.6,1.4,,,1,5,compuesta,,,
Sapindales,Rutaceae,Brombya,platynema,8.49,60.66,19.87,"Leaf blades about 8-21 x 4-8.2 cm, much paler on the underside. Leaves crowded towards the ends of twigs with fairly long sections (10 cm or more) devoid of leaves or leaf scars. About 6-11 main lateral veins on each side of the midrib. Oil dots visible with a lens if not visible to the naked eye.",http://www.canbr.gov.au/cpbr/cd-keys/RFK7/key/RFK7/Media/Html/entities/Calamus_radicalis.htm,,8,21,,,,,4,8.2,,,,Synonim Melicope platynema Engl.
Sapindales,Rutaceae,Zanthoxylum,caribaeum,14.11,109.15,24.55,"Hojas alternately evenly distributed, imparipinnadas, 15-27 cm de largo; rachis terete, 1-2.5 mm de ancho; folíolos 5-15, lateral folíolos inaequilateral, wide elípticos (less frequently elliptic or obovate), 4-12.5 cm de largo y 1.5-4 cm de ancho, ápice agudo and cuspidate or acuminado, base obtuse or acute or with one side acute and the other obtuse, decurrent along length of petioule, margen crenado, often grossly, slightly revolute at least at base, glabrous, chartaceous, 8-12 pairs of secondary veins; petioules 1-8 mm de largo.",http://www.worldfloraonline.org/,,,,,,,,,,,,,
Sapindales,Rutaceae,Zanthoxylum,rhoifolium,4.32,47.06,22.98,"Hojas alternately evenly distributed, imparipinnadas or paripinnate, 7.5-46 cm de largo, rachis terete (rarely quadrate), 0.7-2.2 mm wide; folíolos 7-30, lateral folíolos angostamente elípticos, 2-9.5 cm de largo y 0.9-3 cm de ancho, ápice acute, base acute then decurrent on petiole, margen crenado, often gruesamente, sometimes slightly revolute at base, sparsely stellate-pubescent, membranous, 8-15 pairs of secondary veins; petioules 0.5-2 mm de largo.",http://www.worldfloraonline.org/,,,,,,,,,,,,,
Sapindales,Sapindaceae,Acer,campestre,10.00,41.89,11.75,,,,,,,,,,,,,,,
Sapindales,Sapindaceae,Acer,pensylvanicum,2.62,35.54,12.62,,,,,,,,,,,,,,,
Sapindales,Sapindaceae,Acer,pseudoplatanus,5.03,56.68,19.21,,,,,,,,,,,,,,,
Sapindales,Sapindaceae,Acer,rubrum,20.38,53.35,12.11,,,,,,,,,,,,,,,
Sapindales,Sapindaceae,Cardiospermum,grandiflorum,17.07,121.69,29.27,"leaves biternate; petioles terete, 2-5 cm long; leaflets ovate or oblong to obovate, acumi- nate or obtuse, attenuate at the base, broadly serrate or incised-dentate, mem- branous, 5-8 cm long, 2-3.5(4) cm wide, sparsely pubescent to subglabrous; stipules subulate, small. Thyrses long-pedunculate on a tendril; pedicels 4-6 mm long.",,,,,,,,,,,,,,Provided by: [C].Flora de Panama
Sapindales,Sapindaceae,Cardiospermum,halicababum,12.48,51.56,16.93,"Leaves biternate, triangular in outline; petioles 3-4 cm; leaflets subsessile; blades thinly papery, margin sparsely serrate or pinnately parted, abaxially sparsely villous on midvein and lateral veins, adaxially subglabrous or sparsely pilosulose; terminal blade obliquely lanceolate or subrhombic, 3-8 × 1.5-2.5 cm, apex acuminate; lateral ones slightly smaller, ovate or narrowly elliptic",,,,,,,,,,,,,,
Sapindales,Sapindaceae,Distichostemon,hispidulus,0.20,23.33,15.26,,,,,,,,,,,,,,,
Sapindales,Sapindaceae,Paullinia,sessiliflora,13.61,82.53,23.90,,,,,,,,,,,,,,,
Sapindales,Sapindaceae,Thouinidium,decandrum,16.05,84.62,22.42,,,,,,,,,,,,,,,
Sapindales,Simaroubaceae,Castela,peninsularis,1.72,42.81,9.43,,,,,,,,,,,,,,,
Saxifragales,Altingiaceae,Liquidambar,styraciflua,23.83,56.86,20.94,"Hojas 4-14 × 3.5-20 cm, los lobos oblongo- triangulares, el haz brillante, verde oscuro, el envés glabro excepto por fascículos de tricomas en las axilas de los nervios, más pálido, la base truncada a cordata o subcordata, el ápice de cada lobo acuminado; estípulas 1-1.4 cm, glabras; pecíolo 10-18 cm, delgado, glabro.",http://www.worldfloraonline.org/,,,,,,,,,,,,,Provided by: [E].Flora Mesoamericana
Saxifragales,Aphanopetalaceae,Aphanopetalum,resinosum,1.77,32.17,12.24,,,,,,,,,,,,,,,
Saxifragales,Grossulariaceae,Ribes,cucullatum,0.84,24.60,9.56,,,,,,,,,,,,,,,
Saxifragales,Grossulariaceae,Ribes,magellanicum,1.50,28.13,12.03,,,,,,,,,,,,,,,
Saxifragales,Haloragaceae,Gonocarpus,teucrioides,0.79,14.66,7.97,,,,,,,,,,,,,,,
Saxifragales,Hamamelidaceae,Hamamelis,virginiana,6.72,31.79,11.39,,,,,,,,,,,,,,,
Saxifragales,Hamamelidaceae,Noahdendron,nicholasii,13.06,47.59,24.36,,,,,,,,,,,,,,,
Saxifragales,Tetracarpaeaceae,Tetracarpaea,tasmannica,0.48,14.10,6.88,,,,,,,,,,,,,,,
Solanales,Convolvulaceae,Convolvulus,nodiflorus,1.00,38.47,19.43,"Hojas 3-5.5 cm, oblongo-cordatas a ampliamenteovadas, ligeramente tomentulosas a glabras en el haz, densamente tomentulosasen el envés, glabrescentes, la base redondeada a levemente cordata, el ápiceagudo a acuminado. Inflorescencias cimosas.",http://www.worldfloraonline.org/,,,,,,,,,,,,,Provided by: [E].Flora Mesoamericana
Solanales,Convolvulaceae,Decalobanthus,peltatus,55.00,303.71,37.20,"petioles about 3-24 cm long, leaf blades about 7.5-25 x 7-20 cm",http://www.canbr.gov.au/cpbr/cd-keys/RFK7/key/RFK7/Media/Html/entities/Decalobanthus_peltatus.htm,,,,,,,,,,,29.75,,
Solanales,Convolvulaceae,Ipomoea,bracteata,10.10,156.47,27.92,,,,,,,,,,,,,,,
Solanales,Convolvulaceae,Ipomoea,indica,7.25,163.88,35.81,"Petiole 2-18 cm; leaf blade ovate or circular, 5-15 X 3.5-14 cm, abaxially densely short, soft, pubescent, adaxially ± sparsely pubescent, base cordate, margin entire or ± 3-lobed, apex acuminate or abruptly acuminate.",http://www.worldfloraonline.org/,,,,,,,,,,,,,Provided by: [I].Flora Of CHina @ efloras.org
Solanales,Convolvulaceae,Ipomoea,pes_caprae,11.64,142.21,15.43,"Petiole 2-10 cm; leaf blade ovate, elliptic, circular, reniform or ± quadrate to oblong, 3.5-9 X 3-10 cm, rather thick, 2-glandular abaxially, base broadly cuneate, truncate, or shallowly cordate, margin entire, apex emarginate or deeply 2-lobed, mucronulate.",http://www.worldfloraonline.org/,,,,,,,,,,,,,Provided by: [I].Flora Of CHina @ efloras.org
Solanales,Convolvulaceae,Ipomoea,wolcottiana,14.20,144.20,48.52,"Hojas 3.2-11.5 × 2.2-7 cm, ovado-alargadas, elípticas, glabras en el haz,glabras o ligeramente puberulentas en el envés, la base aguda truncada, más omenos cordata, el ápice agudo, acuminado, a veces mucronulado",http://www.worldfloraonline.org/,,,,,,,,,,,,,
Solanales,Solanaceae,Athenaea,pogogena,1.58,35.29,13.12,,,,,,,,,,,,,,,Provided by: [C].Flora Mesoamericana
Solanales,Solanaceae,Solanum,hindsianum,1.89,28.27,12.40,,,,,,,,,,,,,,,
Vitales,Vitaceae,Cissus,gossypiifolia,38.70,234.00,54.45,"Hojas simples, variables, las de los nudos cercanos a las inflorescencias generalmente de contorno irregular, ovadas, rómbicas, lanceoladas o elípticas y aquellas en las ramas vegetativas (y algunas en las ramas fértiles) 3 ó 5-lobadas, 513.5 cm de largo y 2.513 cm de ancho, ápice agudo u obtuso (redondeado o acuminado), base cuneada, truncada a cordada, cartáceas, con tricomas malpigiáceos esparcidos o glabras, domacios tricomatosos ausentes, nervios terciarios reticulados, a menudo inconspicuos, láminas verde-rojizas cuando secas; pecíolos 1.59.5 cm de largo, estípulas erectas, 1.52.5 mm de largo.",http://www.worldfloraonline.org/,,,,,,,,,,,,,Provided by: [A].Flora de Nicaragua
Vitales,Vitaceae,Cissus,hypoglauca,18.77,154.56,32.26,,,,,,,,,,,,,,,
Vitales,Vitaceae,Cissus,verticillata,23.87,253.03,45.27,"Leaves simple; petiole shorter than blade; blade oblong to ovate, 5–15 × 2–8 cm, unlobed, margins coarsely to finely serrate, surfaces usually hairy, sometimes glabrous.",http://www.worldfloraonline.org/,,,,,,,,,,,,,Provided by: [E].Flora of North America
Vitales,Vitaceae,Leea,indica,1.68,48.04,32.15,"Leaves 2- or 3-pinnate, glabrous; stipules broadly obovate, 2.5-4.5 × 2-3.5 cm, apex rounded, glabrous; petiole 13-23 cm, central petiolules 2-5 cm, lateral petiolules shorter, 0.2-0.5 cm, glabrous; leaf axis 14-30 cm, glabrous; leaflets elliptic, elongate elliptic, or elliptic-lanceolate, 6-32 × 2.5-8 cm, base rounded, or rarely broadly cuneate, margin with irregular or slightly regular teeth, teeth sharp, apex acuminate or caudate; lateral veins 6-11 pairs, abaxial veinlets conspicuous but not protruding.",http://www.worldfloraonline.org/,,,,,,,,,,,,,Provided by: [C].Flora Of CHina @ efloras.org
Zingiberales,Costaceae,Costus,scaber,1.13,75.92,43.09,"leaves oblong-oblanceolate, rather abruptly acuminate, broadly cuneate toward the base, very shortly petiolate, 15-30 cm. long, 5-8 cm. broad, generally puberulent beneath, particularly the midrib, essentially glabrous abov",http://www.worldfloraonline.org/,,,,,,,,,,,,,Provided by: [E].Flora de Panama
Zingiberales,Strelitziaceae,Strelitzia,nicolai,5.06,112.73,62.91,,,,,,,,,,,,,,,
Zygophyllales,Zygophyllaceae,Guaiacum,coulteri,7.40,49.99,16.39,,,,,,,,,,,,,,,
Zygophyllales,Zygophyllaceae,Guaiacum,unijugum,2.09,50.62,17.05,,,,,,,,,,,,,,,
Zygophyllales,Zygophyllaceae,Larrea,tridentata,3.38,39.63,17.67,"Leaves: stipules spreading, not clasping stem, 1–4 mm, fleshy, resinous; petiole to 2 mm; leaflets green to olive brown, 4–18 × 1–8.5 mm, inequilateral, coriaceous, surfaces glutinous; awn between leaflets deciduous, to 2 mm",http://www.efloras.org/flora_page.aspx?flora_id=1,,,,,,,,,,,,,
Zygophyllales,Zygophyllaceae,Tribulus,terrestris,1.50,48.14,20.75,"Leaves opposite, even-pinnately compound, one of each pair alternately smaller or sometimes abortive; stipules persistent, herbaceous, subulate to falcate, apex acute; petiolules very short to absent, less than 1 mm; leaflets 6–16(–20), opposite, distinct, oblong to ovate or elliptic, middle pairs largest, base oblique, apex acute or obtuse, surfaces hairy, terminal pair pointed forward",,,,,,,,,,,,,,
